Gene ID	Gene Name	log2foldchange	p-value
ENSG00000095383	TBC1D2	0.4	0.001077241
ENSG00000095397	WHRN	-0.1	0.090638976
ENSG00000095464	PDE6C	0	0.431652955
ENSG00000095485	CWF19L1	0	0.434569622
ENSG00000095539	SEMA4G	-0.3	0.050413145
ENSG00000095564	BTAF1	0.6	2.38E-05
ENSG00000095574	IKZF5	-0.2	0.000328412
ENSG00000095585	BLNK	0	0.967673588
ENSG00000095587	TLL2	-0.4	0.000546674
ENSG00000095627	TDRD1	-0.2	0.000195468
ENSG00000095637	SORBS1	0.2	0.397816512
ENSG00000095713	CRTAC1	-0.3	0.000659565
ENSG00000095739	BAMBI	0.5	0.000780451
ENSG00000095752	IL11	-0.5	2.68E-07
ENSG00000095777	MYO3A	-0.1	0.085591922
ENSG00000095787	WAC	0.2	0.000288129
ENSG00000095794	CREM	0.9	2.19E-06
ENSG00000095932	SMIM24	0.2	0.661440285
ENSG00000095951	HIVEP1	0.5	0.000212072
ENSG00000095970	TREM2	1.6	3.17E-11
ENSG00000095981	KCNK16	-0.6	2.42E-07
ENSG00000096006	CRISP3	1.6	6.80E-05
ENSG00000096060	FKBP5	0	0.909131028
ENSG00000096063	SRPK1	0.1	0.34319595
ENSG00000096070	BRPF3	0	0.535078789
ENSG00000096080	MRPS18A	0.1	0.399962422
ENSG00000096088	PGC	-0.5	0.295832335
ENSG00000096092	TMEM14A	0.3	0.000199262
ENSG00000096093	EFHC1	0.6	1.14E-08
ENSG00000096264	NCR2	-0.7	1.04E-07
ENSG00000096384	HSP90AB1	0.4	6.01E-07
ENSG00000096395	MLN	-0.8	5.91E-06
ENSG00000096401	CDC5L	0.4	5.67E-07
ENSG00000096433	ITPR3	1.1	4.15E-07
ENSG00000096654	ZNF184	0.6	4.84E-07
ENSG00000096696	DSP	-0.2	0.357703311
ENSG00000096717	SIRT1	0.2	0.015836096
ENSG00000096746	HNRNPH3	0.1	0.129004973
ENSG00000096872	IFT74	0.1	0.586344154
ENSG00000096968	JAK2	0.8	3.15E-05
ENSG00000096996	IL12RB1	-0.4	5.34E-08
ENSG00000097007	ABL1	0.5	9.49E-07
ENSG00000097021	ACOT7	0.6	0.008385328
ENSG00000097033	SH3GLB1	0.1	0.016162834
ENSG00000097046	CDC7	0.7	7.93E-05
ENSG00000097096	SYDE2	-0.1	0.055917756
ENSG00000099139	PCSK5	1.3	2.58E-08
ENSG00000099194	SCD	-0.1	0.141434207
ENSG00000099203	TMED1	0	0.897592743
ENSG00000099204	ABLIM1	0.4	0.000102908
ENSG00000099219	ERMP1	0.2	0.003240159
ENSG00000099246	RAB18	0.2	0.005471319
ENSG00000099250	NRP1	1.2	5.60E-09
ENSG00000099256	PRTFDC1	1.1	1.44E-08
ENSG00000099260	PALMD	0.3	0.093368374
ENSG00000099282	TSPAN15	0.5	0.000977805
ENSG00000099284	MACROH2A2	0.1	0.013668976
ENSG00000099308	MAST3	-0.5	1.25E-07
ENSG00000099326	MZF1	0.4	3.97E-06
ENSG00000099330	OCEL1	-0.1	0.221671397
ENSG00000099331	MYO9B	0	0.418109948
ENSG00000099337	KCNK6	0.6	1.64E-06
ENSG00000099338	CATSPERG	-0.4	2.66E-06
ENSG00000099341	PSMD8	0.4	6.81E-06
ENSG00000099365	STX1B	-0.6	4.67E-07
ENSG00000099377	HSD3B7	0.2	0.003332601
ENSG00000099381	SETD1A	-0.1	0.191744639
ENSG00000099385	BCL7C	-0.1	0.015816259
ENSG00000099399	MAGEB2	-0.1	0.020718374
ENSG00000099617	EFNA2	0.1	0.704324225
ENSG00000099622	CIRBP	-0.6	1.53E-06
ENSG00000099624	ATP5F1D	-0.5	5.18E-07
ENSG00000099625	CBARP	-0.4	5.53E-06
ENSG00000099721	AMELY	-0.3	5.12E-06
ENSG00000099725	PRKY	0.1	0.31387052
ENSG00000099769	IGFALS	-0.5	8.75E-07
ENSG00000099783	HNRNPM	0.5	6.78E-06
ENSG00000099785	MARCHF2	0.4	6.39E-05
ENSG00000099795	NDUFB7	0	0.445376301
ENSG00000099797	TECR	0	0.915925294
ENSG00000099804	CDC34	0	0.547949693
ENSG00000099810	MTAP	0.3	0.000498154
ENSG00000099812	MISP	-0.2	0.251792759
ENSG00000099814	CEP170B	0	0.813837871
ENSG00000099817	POLR2E	0.3	0.000560017
ENSG00000099821	POLRMT	0.2	0.021751149
ENSG00000099822	HCN2	-0.5	8.71E-08
ENSG00000099834	CDHR5	-0.7	0.006124753
ENSG00000099840	IZUMO4	-0.5	1.80E-06
ENSG00000099849	RASSF7	-0.1	0.294140777
ENSG00000099860	GADD45B	0.3	0.076539581
ENSG00000099864	PALM	0.1	0.101412893
ENSG00000099866	MADCAM1	-0.2	0.001720509
ENSG00000099869	IGF2-AS	-0.4	7.64E-07
ENSG00000099875	MKNK2	-0.5	8.56E-07
ENSG00000099889	ARVCF	-0.5	2.63E-06
ENSG00000099899	TRMT2A	-0.2	0.001157307
ENSG00000099901	RANBP1	0.3	0.000416437
ENSG00000099904	ZDHHC8	0.3	3.87E-07
ENSG00000099910	KLHL22	0.1	0.219749922
ENSG00000099917	MED15	0.3	9.47E-06
ENSG00000099937	SERPIND1	0.1	0.302813777
ENSG00000099940	SNAP29	0.1	0.048999585
ENSG00000099942	CRKL	0.3	1.23E-05
ENSG00000099953	MMP11	2.1	9.34E-11
ENSG00000099954	CECR2	-0.3	3.73E-06
ENSG00000099956	SMARCB1	0.1	0.369948545
ENSG00000099957	P2RX6	-0.4	4.63E-07
ENSG00000099958	DERL3	-0.6	0.000125022
ENSG00000099960	SLC7A4	-0.5	2.75E-06
ENSG00000099968	BCL2L13	-0.1	0.013752155
ENSG00000099985	OSM	0.4	0.00619594
ENSG00000099991	CABIN1	0.2	0.000704974
ENSG00000099992	TBC1D10A	0.3	0.000358447
ENSG00000099994	SUSD2	-0.3	8.61E-05
ENSG00000099995	SF3A1	0.3	9.17E-05
ENSG00000099998	GGT5	1.1	1.34E-11
ENSG00000099999	RNF215	-0.4	0.000175628
ENSG00000100003	SEC14L2	-0.1	0.33772476
ENSG00000100012	SEC14L3	-0.4	2.66E-07
ENSG00000100014	SPECC1L	0.4	9.44E-09
ENSG00000100023	PPIL2	-0.4	1.66E-07
ENSG00000100024	UPB1	-0.5	5.93E-07
ENSG00000100027	YPEL1	-0.2	0.008428008
ENSG00000100029	PES1	0	0.519431985
ENSG00000100030	MAPK1	0.1	0.010277824
ENSG00000100031	GGT1	-0.1	0.039484342
ENSG00000100033	PRODH	-0.5	0.000115245
ENSG00000100034	PPM1F	0.2	0.000965036
ENSG00000100036	SLC35E4	0.3	0.006050652
ENSG00000100038	TOP3B	-0.3	0.000231453
ENSG00000100053	CRYBB3	-0.3	1.87E-05
ENSG00000100055	CYTH4	0.1	0.465517314
ENSG00000100056	ESS2	0.2	0.000287572
ENSG00000100058	CRYBB2P1	-0.1	0.007303382
ENSG00000100060	MFNG	0.4	0.017592121
ENSG00000100065	CARD10	0.5	0.000184205
ENSG00000100068	LRP5L	0.2	0.003247238
ENSG00000100075	SLC25A1	-0.2	0.028515253
ENSG00000100077	GRK3	0.4	0.013271079
ENSG00000100078	PLA2G3	-0.4	2.39E-07
ENSG00000100079	LGALS2	-1.9	1.68E-07
ENSG00000100083	GGA1	0.2	0.000273476
ENSG00000100084	HIRA	0.2	0.022264463
ENSG00000100092	SH3BP1	-0.6	1.32E-09
ENSG00000100095	SEZ6L	-0.3	7.56E-06
ENSG00000100097	LGALS1	2.2	1.07E-10
ENSG00000100099	HPS4	0.2	0.000292054
ENSG00000100100	PIK3IP1	0.5	0.000130867
ENSG00000100104	SRRD	0.1	0.040596609
ENSG00000100105	PATZ1	0.4	1.82E-05
ENSG00000100106	TRIOBP	0.4	4.38E-07
ENSG00000100109	TFIP11	0.3	0.000137287
ENSG00000100116	GCAT	-1.2	1.65E-06
ENSG00000100122	CRYBB1	-0.4	3.94E-06
ENSG00000100124	ANKRD54	-0.2	0.000228891
ENSG00000100138	SNU13	0.1	0.007866156
ENSG00000100139	MICALL1	-0.5	9.42E-06
ENSG00000100142	POLR2F	0.3	5.19E-07
ENSG00000100146	SOX10	-0.5	3.67E-07
ENSG00000100147	CCDC134	-0.3	2.33E-05
ENSG00000100150	DEPDC5	-0.2	0.001240988
ENSG00000100151	PICK1	-0.3	3.59E-05
ENSG00000100154	TTC28	0.3	0.001904451
ENSG00000100156	SLC16A8	-0.5	1.29E-06
ENSG00000100162	CENPM	-0.1	0.674588213
ENSG00000100167	SEPTIN3	-0.1	0.155299531
ENSG00000100170	SLC5A1	0	0.990227738
ENSG00000100181	TPTEP1	-0.5	5.64E-07
ENSG00000100191	SLC5A4	-0.2	0.004734237
ENSG00000100196	KDELR3	0.7	8.54E-06
ENSG00000100201	DDX17	0.2	1.78E-05
ENSG00000100206	DMC1	-0.2	4.93E-07
ENSG00000100207	TCF20	0.2	0.000368379
ENSG00000100209	HSCB	0.3	5.32E-05
ENSG00000100211	CBY1	0	0.490310942
ENSG00000100216	TOMM22	-0.2	0.03292356
ENSG00000100218	RSPH14	-0.3	7.90E-06
ENSG00000100220	RTCB	0.2	0.026538374
ENSG00000100221	JOSD1	0.7	4.23E-07
ENSG00000100225	FBXO7	0.3	3.49E-05
ENSG00000100226	GTPBP1	-0.4	5.28E-08
ENSG00000100227	POLDIP3	0.2	9.21E-05
ENSG00000100228	RAB36	0.3	2.04E-07
ENSG00000100234	TIMP3	1.3	1.41E-08
ENSG00000100239	PPP6R2	-0.1	0.010519701
ENSG00000100241	SBF1	0.2	3.31E-05
ENSG00000100242	SUN2	0.1	0.009409768
ENSG00000100243	CYB5R3	0.8	3.66E-10
ENSG00000100246	DNAL4	0.2	0.000526069
ENSG00000100249	C22orf31	-0.6	9.63E-09
ENSG00000100253	MIOX	-0.4	3.34E-06
ENSG00000100258	LMF2	-0.7	8.10E-07
ENSG00000100263	RHBDD3	-0.1	0.034217619
ENSG00000100266	PACSIN2	-0.7	4.60E-05
ENSG00000100271	TTLL1	0.3	1.70E-05
ENSG00000100276	RASL10A	-0.3	0.00026185
ENSG00000100280	AP1B1	-0.2	0.000510193
ENSG00000100281	HMGXB4	0.5	1.33E-07
ENSG00000100284	TOM1	0.2	0.017921033
ENSG00000100285	NEFH	-0.1	0.068475416
ENSG00000100290	BIK	1.6	4.26E-09
ENSG00000100292	HMOX1	0.4	0.0649446
ENSG00000100294	MCAT	0.2	4.59E-05
ENSG00000100296	THOC5	0.3	3.05E-07
ENSG00000100297	MCM5	0.7	3.79E-05
ENSG00000100299	ARSA	-0.4	4.66E-06
ENSG00000100300	TSPO	1	1.60E-09
ENSG00000100302	RASD2	-0.1	0.061556046
ENSG00000100304	TTLL12	0.6	1.23E-05
ENSG00000100307	CBX7	-0.1	0.383734524
ENSG00000100311	PDGFB	-0.3	0.000105776
ENSG00000100314	CABP7	0.4	0.003374618
ENSG00000100316	RPL3	-0.2	3.48E-05
ENSG00000100319	ZMAT5	-0.1	0.00601378
ENSG00000100320	RBFOX2	0.7	3.31E-10
ENSG00000100321	SYNGR1	-0.5	5.74E-05
ENSG00000100324	TAB1	-0.4	2.04E-05
ENSG00000100325	ASCC2	0.4	0.000347912
ENSG00000100330	MTMR3	0.3	1.09E-05
ENSG00000100335	MIEF1	-0.1	0.296477423
ENSG00000100336	APOL4	0.4	0.000811041
ENSG00000100341	PNPLA5	-0.4	1.25E-06
ENSG00000100342	APOL1	1.1	2.39E-09
ENSG00000100344	PNPLA3	0.2	0.019890351
ENSG00000100345	MYH9	0.8	8.66E-10
ENSG00000100346	CACNA1I	-0.6	3.86E-07
ENSG00000100347	SAMM50	0	0.883996707
ENSG00000100348	TXN2	-0.2	1.69E-05
ENSG00000100350	FOXRED2	-0.1	0.003825755
ENSG00000100351	GRAP2	-0.5	8.14E-08
ENSG00000100353	EIF3D	-0.1	0.077810869
ENSG00000100354	TNRC6B	0.1	0.129706033
ENSG00000100360	IFT27	0.1	0.108364528
ENSG00000100362	PVALB	-0.2	0.007109955
ENSG00000100364	KIAA0930	1.2	5.92E-10
ENSG00000100365	NCF4	0.5	0.007382192
ENSG00000100368	CSF2RB	1.4	8.16E-05
ENSG00000100372	SLC25A17	0.2	0.007944123
ENSG00000100373	UPK3A	-0.4	2.51E-06
ENSG00000100376	FAM118A	0.4	1.82E-06
ENSG00000100379	KCTD17	-0.3	0.000350816
ENSG00000100380	ST13	-0.3	0.000196899
ENSG00000100385	IL2RB	0.3	0.115510418
ENSG00000100387	RBX1	0.6	1.54E-08
ENSG00000100393	EP300	0.4	8.09E-05
ENSG00000100395	L3MBTL2	-0.2	1.66E-05
ENSG00000100399	CHADL	-0.4	7.25E-05
ENSG00000100401	RANGAP1	-0.1	0.060952156
ENSG00000100403	ZC3H7B	0.2	0.000170054
ENSG00000100410	PHF5A	0.1	0.170343258
ENSG00000100412	ACO2	-0.3	0.003753309
ENSG00000100413	POLR3H	-0.5	5.02E-06
ENSG00000100416	TRMU	-0.3	1.70E-06
ENSG00000100417	PMM1	-0.1	0.067657579
ENSG00000100418	DESI1	0.1	0.015041495
ENSG00000100422	CERK	-0.2	0.001153287
ENSG00000100425	BRD1	0.5	4.27E-06
ENSG00000100426	ZBED4	0.5	0.000225472
ENSG00000100427	MLC1	-0.5	2.56E-08
ENSG00000100429	HDAC10	-0.3	9.12E-05
ENSG00000100433	KCNK10	-0.9	5.51E-09
ENSG00000100439	ABHD4	0.2	0.002113734
ENSG00000100441	KHNYN	0.2	0.004669356
ENSG00000100442	FKBP3	0.3	2.23E-05
ENSG00000100445	SDR39U1	0	0.8503917
ENSG00000100448	CTSG	-0.5	0.00026215
ENSG00000100450	GZMH	0	0.844195994
ENSG00000100453	GZMB	0.6	0.010281113
ENSG00000100461	RBM23	0.2	0.000839899
ENSG00000100462	PRMT5	0.2	0.001596307
ENSG00000100473	COCH	0.3	7.07E-05
ENSG00000100478	AP4S1	0	0.464336199
ENSG00000100479	POLE2	0.5	0.000769712
ENSG00000100483	VCPKMT	0.7	9.89E-06
ENSG00000100485	SOS2	0.4	0.001638989
ENSG00000100490	CDKL1	0.1	0.587963481
ENSG00000100503	NIN	0.9	1.14E-05
ENSG00000100504	PYGL	0.9	4.13E-07
ENSG00000100505	TRIM9	0.3	0.008550399
ENSG00000100519	PSMC6	0.5	2.81E-06
ENSG00000100522	GNPNAT1	-0.2	0.054845227
ENSG00000100523	DDHD1	0.7	1.17E-05
ENSG00000100526	CDKN3	1	0.000103306
ENSG00000100528	CNIH1	0.2	0.000568543
ENSG00000100532	CGRRF1	0.1	0.268304873
ENSG00000100554	ATP6V1D	0.5	2.14E-07
ENSG00000100557	CCDC198	0.2	0.569429045
ENSG00000100558	PLEK2	1	1.05E-05
ENSG00000100564	PIGH	-0.3	4.66E-05
ENSG00000100565	LRRC74A	-0.7	5.61E-08
ENSG00000100567	PSMA3	0.4	3.51E-05
ENSG00000100568	VTI1B	0.1	0.118062506
ENSG00000100575	TIMM9	-0.2	0.002587721
ENSG00000100577	GSTZ1	-0.3	0.000118129
ENSG00000100578	KIAA0586	0	0.85964058
ENSG00000100580	TMED8	0.3	0.001957111
ENSG00000100583	SAMD15	-0.9	2.05E-06
ENSG00000100591	AHSA1	0.4	5.73E-07
ENSG00000100592	DAAM1	0.5	0.000293634
ENSG00000100593	ISM2	-0.4	4.98E-07
ENSG00000100596	SPTLC2	0.4	2.56E-05
ENSG00000100599	AL159141.1	1	1.22E-07
ENSG00000100600	LGMN	1.2	2.10E-06
ENSG00000100601	ALKBH1	-0.1	0.086375352
ENSG00000100603	SNW1	0.4	1.23E-06
ENSG00000100604	CHGA	-0.7	0.000791259
ENSG00000100605	ITPK1	-0.1	0.05055809
ENSG00000100612	DHRS7	0.1	0.355237414
ENSG00000100614	PPM1A	-0.1	0.097751648
ENSG00000100625	SIX4	0.6	0.000129425
ENSG00000100626	GALNT16	-0.3	6.47E-05
ENSG00000100628	ASB2	-0.3	0.009383596
ENSG00000100629	CEP128	0	0.977507194
ENSG00000100632	ERH	0.4	1.55E-05
ENSG00000100644	HIF1A	1	3.07E-09
ENSG00000100647	SUSD6	0.8	1.21E-09
ENSG00000100650	SRSF5	0.2	0.002037224
ENSG00000100652	SLC10A1	-0.3	7.86E-07
ENSG00000100664	EIF5	0.1	0.119311995
ENSG00000100665	SERPINA4	-0.1	0.656626987
ENSG00000100678	SLC8A3	-0.6	2.32E-07
ENSG00000100697	DICER1	0.3	0.000234478
ENSG00000100711	ZFYVE21	0.4	8.03E-07
ENSG00000100714	MTHFD1	0.1	0.039484342
ENSG00000100721	TCL1A	-0.4	0.063449403
ENSG00000100722	ZC3H14	-0.3	2.69E-06
ENSG00000100726	TELO2	-0.2	0.00048749
ENSG00000100731	PCNX1	0.7	3.32E-06
ENSG00000100744	GSKIP	0.5	0.004178164
ENSG00000100749	VRK1	0.6	0.000261224
ENSG00000100767	PAPLN	1.8	8.21E-07
ENSG00000100784	RPS6KA5	-0.1	0.648276567
ENSG00000100796	PPP4R3A	0.2	0.002637621
ENSG00000100802	C14orf93	-0.2	0.001523263
ENSG00000100804	PSMB5	0.2	7.83E-06
ENSG00000100811	YY1	0.2	0.003716328
ENSG00000100813	ACIN1	0.3	5.48E-05
ENSG00000100814	CCNB1IP1	0.5	8.03E-08
ENSG00000100815	TRIP11	-0.1	0.052741595
ENSG00000100823	APEX1	0.2	0.000322709
ENSG00000100836	PABPN1	0.3	7.18E-05
ENSG00000100842	EFS	1.3	4.90E-10
ENSG00000100852	ARHGAP5	0.2	0.031404508
ENSG00000100865	CINP	-0.5	1.78E-06
ENSG00000100867	DHRS2	-0.4	0.003307553
ENSG00000100883	SRP54	-0.2	0.005157595
ENSG00000100884	CPNE6	-0.6	9.06E-09
ENSG00000100888	CHD8	0.4	1.65E-07
ENSG00000100889	PCK2	-0.8	2.33E-05
ENSG00000100890	PRORP	-0.2	0.000685948
ENSG00000100897	DCAF11	-0.4	6.06E-08
ENSG00000100906	NFKBIA	0.7	8.63E-06
ENSG00000100908	EMC9	-0.2	0.001890323
ENSG00000100916	BRMS1L	0.5	3.41E-06
ENSG00000100918	REC8	-0.2	0.011833501
ENSG00000100926	TM9SF1	0.1	0.044693154
ENSG00000100934	SEC23A	1.2	1.73E-06
ENSG00000100938	GMPR2	0.1	0.010590233
ENSG00000100941	PNN	0.5	2.01E-05
ENSG00000100949	RABGGTA	0.1	0.011076184
ENSG00000100968	NFATC4	0	0.854264132
ENSG00000100979	PLTP	-0.3	0.083521837
ENSG00000100982	PCIF1	-0.2	0.001379452
ENSG00000100983	GSS	0.3	0.000225533
ENSG00000100985	MMP9	1.3	9.51E-05
ENSG00000100987	VSX1	-0.7	5.28E-08
ENSG00000100991	TRPC4AP	0.2	5.08E-05
ENSG00000100994	PYGB	0.7	6.28E-07
ENSG00000100997	ABHD12	-0.5	2.31E-05
ENSG00000101000	PROCR	0.8	1.28E-06
ENSG00000101003	GINS1	1	2.17E-05
ENSG00000101004	NINL	0.4	2.28E-05
ENSG00000101017	CD40	0	0.667405361
ENSG00000101019	UQCC1	0	0.538167272
ENSG00000101040	ZMYND8	0.7	1.15E-07
ENSG00000101049	SGK2	-0.6	9.35E-08
ENSG00000101052	IFT52	0.3	4.40E-08
ENSG00000101057	MYBL2	-0.7	3.02E-07
ENSG00000101074	R3HDML	-0.5	1.20E-06
ENSG00000101076	HNF4A	-0.5	0.005786993
ENSG00000101079	NDRG3	0.1	0.020444547
ENSG00000101082	SLA2	-0.1	0.245075885
ENSG00000101096	NFATC2	0.1	0.600136101
ENSG00000101098	RIMS4	-0.4	1.37E-06
ENSG00000101104	PABPC1L	0.3	0.002788695
ENSG00000101109	STK4	0.8	2.05E-05
ENSG00000101115	SALL4	0.5	0.000141592
ENSG00000101126	ADNP	0.6	2.50E-07
ENSG00000101132	PFDN4	0.8	2.69E-10
ENSG00000101134	DOK5	1.5	2.93E-10
ENSG00000101138	CSTF1	0.2	0.002056381
ENSG00000101144	BMP7	-0.2	1.68E-05
ENSG00000101146	RAE1	0.3	1.79E-05
ENSG00000101150	TPD52L2	0.8	2.78E-09
ENSG00000101152	DNAJC5	-0.1	0.159551789
ENSG00000101158	NELFCD	0.2	8.74E-05
ENSG00000101160	CTSZ	0.7	0.000163212
ENSG00000101161	PRPF6	0.2	0.000131983
ENSG00000101162	TUBB1	-0.3	3.99E-05
ENSG00000101166	PRELID3B	0.2	0.092976819
ENSG00000101180	HRH3	-0.4	2.43E-06
ENSG00000101181	MTG2	-0.3	4.43E-06
ENSG00000101182	PSMA7	0.5	5.30E-07
ENSG00000101187	SLCO4A1	0.9	0.000364017
ENSG00000101188	NTSR1	-0.3	8.24E-05
ENSG00000101189	MRGBP	0.4	0.000105945
ENSG00000101190	TCFL5	0.4	3.49E-06
ENSG00000101191	DIDO1	0.4	1.53E-05
ENSG00000101193	GID8	0.1	0.020391678
ENSG00000101194	SLC17A9	0.2	0.01925167
ENSG00000101198	NKAIN4	-0.4	4.47E-05
ENSG00000101199	ARFGAP1	0.2	0.001030026
ENSG00000101200	AVP	-0.4	1.37E-07
ENSG00000101203	COL20A1	-0.3	6.74E-06
ENSG00000101204	CHRNA4	-0.5	1.15E-07
ENSG00000101210	EEF1A2	0.2	0.108937729
ENSG00000101213	PTK6	0	0.977293178
ENSG00000101216	GMEB2	0	0.830178007
ENSG00000101220	C20orf27	0	0.700205799
ENSG00000101222	SPEF1	-0.5	2.93E-08
ENSG00000101224	CDC25B	0.8	5.08E-08
ENSG00000101230	ISM1	1.9	2.74E-10
ENSG00000101236	RNF24	0.7	8.46E-09
ENSG00000101246	ARFRP1	-0.2	0.000339599
ENSG00000101247	NDUFAF5	0.3	0.002400771
ENSG00000101251	SEL1L2	-0.3	5.43E-07
ENSG00000101255	TRIB3	0.2	0.086091253
ENSG00000101265	RASSF2	1.5	1.20E-06
ENSG00000101266	CSNK2A1	0.3	0.000351415
ENSG00000101276	SLC52A3	-0.4	1.27E-05
ENSG00000101278	RPS10P5	-0.2	4.85E-05
ENSG00000101280	ANGPT4	-0.3	0.000156185
ENSG00000101282	RSPO4	-0.3	4.38E-05
ENSG00000101290	CDS2	0.2	0.005634111
ENSG00000101292	PROKR2	-0.3	2.48E-05
ENSG00000101294	HM13	-0.3	0.001908742
ENSG00000101298	SNPH	-0.4	0.000172965
ENSG00000101306	MYLK2	-0.5	5.65E-06
ENSG00000101307	SIRPB1	0.1	0.417186246
ENSG00000101310	SEC23B	-0.4	1.72E-06
ENSG00000101311	FERMT1	1.3	5.55E-06
ENSG00000101323	HAO1	-0.2	0.000597399
ENSG00000101327	PDYN	-0.4	2.63E-08
ENSG00000101331	CCM2L	0	0.806123692
ENSG00000101333	PLCB4	1.3	2.04E-07
ENSG00000101335	MYL9	2.1	1.04E-08
ENSG00000101336	HCK	0.8	0.000238341
ENSG00000101337	TM9SF4	0.2	0.000333786
ENSG00000101342	TLDC2	-0.4	0.000104623
ENSG00000101343	CRNKL1	0.3	0.00025292
ENSG00000101346	POFUT1	-0.2	0.000212385
ENSG00000101347	SAMHD1	0.5	0.000294369
ENSG00000101349	PAK5	-0.4	2.80E-05
ENSG00000101350	KIF3B	0	0.847950277
ENSG00000101353	MROH8	-0.4	3.15E-07
ENSG00000101363	MANBAL	0.4	1.89E-07
ENSG00000101365	IDH3B	0.1	0.122892161
ENSG00000101367	MAPRE1	0.4	1.69E-06
ENSG00000101384	JAG1	0.8	2.54E-10
ENSG00000101391	CDK5RAP1	0.1	0.018169534
ENSG00000101400	SNTA1	-0.5	5.08E-07
ENSG00000101405	OXT	-0.4	2.38E-05
ENSG00000101407	TTI1	0.1	0.345852151
ENSG00000101412	E2F1	-0.4	1.55E-05
ENSG00000101413	RPRD1B	0.1	0.002211122
ENSG00000101417	PXMP4	-0.2	1.05E-05
ENSG00000101421	CHMP4B	0.5	6.32E-08
ENSG00000101425	BPI	-0.3	0.000209223
ENSG00000101435	CST9L	-0.3	4.76E-05
ENSG00000101438	SLC32A1	-0.2	8.30E-05
ENSG00000101439	CST3	0.2	0.036935774
ENSG00000101440	ASIP	-0.6	1.03E-07
ENSG00000101441	CST4	1.3	2.16E-08
ENSG00000101442	ACTR5	0	0.667344209
ENSG00000101443	WFDC2	1.2	3.37E-08
ENSG00000101445	PPP1R16B	0.2	0.318678567
ENSG00000101446	SPINT3	-0.3	1.49E-06
ENSG00000101447	FAM83D	1.2	4.55E-05
ENSG00000101448	EPPIN	-0.2	3.89E-05
ENSG00000101452	DHX35	0.5	2.40E-07
ENSG00000101457	DNTTIP1	0.5	7.91E-07
ENSG00000101460	MAP1LC3A	-0.1	0.251056182
ENSG00000101463	SYNDIG1	0.8	4.82E-08
ENSG00000101464	PIGU	0.4	1.89E-07
ENSG00000101470	TNNC2	-0.1	0.099454681
ENSG00000101473	ACOT8	0	0.658408271
ENSG00000101474	APMAP	0.4	3.37E-08
ENSG00000101489	CELF4	-0.7	1.87E-06
ENSG00000101493	ZNF516	0.4	7.13E-07
ENSG00000101542	CDH20	-0.4	3.22E-07
ENSG00000101544	ADNP2	0.1	0.229161372
ENSG00000101546	RBFA	0.1	0.226922061
ENSG00000101557	USP14	0.5	3.24E-07
ENSG00000101558	VAPA	0	0.721969194
ENSG00000101574	METTL4	0.5	7.98E-05
ENSG00000101577	LPIN2	0.2	0.127117972
ENSG00000101596	SMCHD1	0.2	0.06446301
ENSG00000101605	MYOM1	-0.4	0.0004238
ENSG00000101608	MYL12A	0.6	0.000866314
ENSG00000101624	CEP76	0.3	0.000772428
ENSG00000101638	ST8SIA5	-0.4	2.89E-05
ENSG00000101639	CEP192	0.3	0.00104088
ENSG00000101654	RNMT	0.4	1.97E-06
ENSG00000101665	SMAD7	1	5.62E-08
ENSG00000101670	LIPG	1.4	1.95E-08
ENSG00000101680	LAMA1	-0.1	0.551067619
ENSG00000101695	RNF125	0.1	0.79655596
ENSG00000101745	ANKRD12	0.2	0.104236245
ENSG00000101746	NOL4	0.1	0.358564823
ENSG00000101751	POLI	0.1	0.247065959
ENSG00000101752	MIB1	0.5	6.11E-08
ENSG00000101773	RBBP8	0.5	2.54E-06
ENSG00000101782	RIOK3	0.4	0.000338222
ENSG00000101811	CSTF2	0.3	0.001434565
ENSG00000101812	H2BW2	-0.3	3.65E-07
ENSG00000101825	MXRA5	2.3	1.12E-10
ENSG00000101842	VSIG1	1.7	6.35E-05
ENSG00000101843	PSMD10	0.3	1.54E-06
ENSG00000101844	ATG4A	-0.5	2.16E-10
ENSG00000101846	STS	0.8	9.44E-09
ENSG00000101849	TBL1X	0.5	1.09E-06
ENSG00000101850	GPR143	0.1	0.577021619
ENSG00000101856	PGRMC1	0.4	0.00017678
ENSG00000101868	POLA1	0.3	6.23E-05
ENSG00000101871	MID1	0.8	1.09E-06
ENSG00000101882	NKAP	0.1	0.378614007
ENSG00000101883	RHOXF1	-0.1	0.016341059
ENSG00000101888	NXT2	0.1	0.088126143
ENSG00000101890	GUCY2F	-0.2	0.000232339
ENSG00000101892	ATP1B4	-0.2	0.000171949
ENSG00000101901	ALG13	-0.1	0.137203453
ENSG00000101911	PRPS2	-0.2	0.042010872
ENSG00000101916	TLR8	1.4	3.19E-06
ENSG00000101928	MOSPD1	0.2	0.000146015
ENSG00000101935	AMMECR1	1	1.84E-08
ENSG00000101938	CHRDL1	0.6	0.04001317
ENSG00000101940	WDR13	0.1	0.355794904
ENSG00000101945	SUV39H1	-0.2	9.42E-05
ENSG00000101951	PAGE4	-0.3	0.001182274
ENSG00000101955	SRPX	0.8	0.000189389
ENSG00000101958	GLRA2	-0.4	9.69E-07
ENSG00000101966	XIAP	0.2	0.005044565
ENSG00000101972	STAG2	0.2	0.001555777
ENSG00000101974	ATP11C	0.8	1.28E-05
ENSG00000101977	MCF2	-0.3	2.27E-06
